10000 20000
4180 7974 3562
8527 7061 959
9106 410 2718
9774 8589 4587
7157 2525 1343
957 9214 685
8113 6086 8661
5509 6151 5509
6273 5676 3091
481 9347 138
8648 8333 8754
7478 1310 8626
9229 2215 5166
9836 1476 4015
2729 1344 9705
2154 3790 3676
1095 9077 630
5915 2671 786
4189 8639 253
8976 4244 9863
2962 2577 2805
8586 2990 172
2281 6419 2076
8488 2585 8149
4335 1067 6311
6661 537 4655
3022 6662 2514
2027 5326 3606
2756 5604 2272
4276 1314 1086
4171 196 8895
9582 2555 3623
7792 742 9761
6983 1390 6178
697 877 441
1024 2805 3940
5853 602 8139
2447 1507 9136
5170 1509 8645
5864 1268 4127
644 5628 7039
516 2321 7323
953 5259 3140
2272 6398 8670
2689 9130 890
5615 3817 1602
2384 3035 2133
5756 7314 4940
961 7593 7002
5778 1086 3990
172 1659 2328
700 9296 2030
9095 2608 1112
4925 7055 5384
2912 9620 7233
6161 5073 1470
5444 7250 6186
2282 6865 3726
2467 499 3330
5280 8824 145
5397 3804 5082
693 7304 9333
2622 4516 5985
6729 67 1998
9110 1579 157
2950 293 6826
4455 2630 5926
9109 6540 3616
9332 9552 8408
123 2875 1287
4476 5360 9718
6721 8400 5281
923 4118 6526
7967 3184 2980
1258 8979 7474
1895 7046 4046
6967 3539 1549
6659 3385 1849
7042 213 4625
1194 4802 7244
8074 783 5188
4864 7145 8198
9674 728 8033
5624 8628 9828
9509 3971 6232
2200 9302 7666
7678 1323 8824
5920 6195 7242
7787 7591 5921
6365 3306 6506
9411 3742 2161
9679 9170 2463
8863 2473 5564
9643 8891 9163
4130 7033 8385
8690 476 6794
3486 4198 3369
4286 1006 4054
2238 5358 1497
6974 3946 3743
6064 4937 3745
7212 4940 9151
7632 4976 668
5320 4538 4243
2805 2089 2281
5763 9629 7725
2802 297 2854
141 9589 2151
2316 8575 6233
275 9652 8097
9465 4514 4586
404 698 7879
3607 5925 8520
5443 8778 7052
3951 4630 8127
5621 7403 7437
7582 4661 8652
5227 7711 3364
2963 6360 3881
1312 9816 1597
9987 7946 4292
7045 2534 2624
9341 6002 1365
8642 4109 5354
4480 5846 1290
6852 459 1158
101 4935 2819
5148 7857 3438
5440 8913 6719
4572 583 4635
1445 3397 7487
1040 501 6669
1387 7609 9960
5967 5565 5839
9049 3202 7414
7755 6998 4799
2744 1132 635
8943 776 2869
3617 943 8526
514 9209 3282
5014 2241 8676
3661 1081 9403
8737 5307 6404
2763 9761 3668
23 428 3626
5806 9179 6184
2410 8550 1341
8257 8327 7817
3763 9460 4406
3848 3697 3023
5117 9652 4404
4878 8129 6394
9188 2735 2264
6369 3738 7951
7597 9575 1216
8536 4900 187
2936 8136 9855
1428 1653 6688
7213 9146 8294
3067 5677 3804
5115 9748 2022
2346 2815 4810
3404 8053 4518
1553 744 8429
394 3790 5883
2100 7338 5697
2706 3585 2507
6302 8572 9414
3524 6811 5490
9158 576 3873
328 832 1955
6367 2487 6051
7392 3710 4666
4117 1292 6674
7361 6693 9738
7906 8540 8112
9065 3648 7293
2002 7799 4388
6278 6123 4759
3963 7954 2356
8167 3662 7449
3721 8429 8968
1574 7892 976
6372 7577 6017
4684 7862 6268
8087 4377 2168
4085 8656 5411
6839 634 5246
9259 6648 3347
2719 8759 6442
1372 7193 5068
2312 6320 6711
7793 8912 2553
1315 5605 4278
5392 3489 5297
2661 4430 1311
1523 5663 1133
9302 696 7087
1031 9613 4311
7142 4969 8244
3602 112 8743
4889 7129 6908
4362 1548 4594
8694 5037 2073
2605 722 9967
7067 4320 938
1362 167 7359
122 3691 6783
3897 8669 3872
1062 729 2344
7543 7065 8636
1737 9249 2372
5653 7334 9236
8456 8212 2404
499 7634 3544
44 7473 3476
4784 5049 6207
9685 7862 98
9855 3023 5494
1152 1142 508
2601 7828 4210
3115 9931 1613
1706 2274 8828
386 2218 773
3323 1500 4302
823 1886 2033
6343 6538 5494
8199 5086 523
6528 7192 7827
9332 3175 5007
2970 5985 1911
2244 7031 7977
3695 4758 8682
6791 3963 314
862 1471 7748
6579 3893 9402
7176 9738 8077
6944 1065 6039
6232 8080 6690
3865 883 2278
5841 1469 5285
3173 3904 993
3957 4732 9608
119 4042 136
7487 8725 8275
9735 1849 791
2810 2837 8627
2830 3414 5428
9868 3265 3829
6656 8553 6326
9258 9881 5700
2111 3597 6241
6915 4373 1835
4889 4739 5508
7039 8211 6712
7609 2967 1529
897 787 4039
8309 1528 4769
3408 6430 8582
2508 520 3497
8523 13 8130
1820 4225 4765
6421 2604 2460
6220 8387 6404
3461 1611 9149
312 2998 7055
3430 8299 5245
5940 3067 854
2528 3088 5862
8346 2230 5918
2629 5822 7086
1878 2140 2611
1936 7464 8343
5233 2870 8127
5382 608 3695
374 1524 9632
9845 3196 1366
8621 9306 4095
266 5157 7525
8608 9372 1790
5207 3043 2035
2147 6925 1037
9529 767 8371
9591 5474 2407
42 5164 526
4050 9297 341
8058 5593 8190
3346 1426 2975
4987 2653 8515
8544 5671 7817
4015 8132 1301
743 6317 4262
3168 8251 272
3325 1978 8207
2820 5767 9823
5961 7193 6587
137 682 67
8521 240 3952
4550 1972 7466
4635 5962 8557
1864 8015 3028
9538 2806 4215
9709 1752 9780
2411 604 4292
649 3796 3470
3865 2567 2980
8650 9182 2254
9069 6513 6983
3714 5940 3390
1138 7551 9133
6188 4239 6100
9108 1950 7379
5780 4195 1611
2984 5621 287
3932 1889 767
6539 1710 3703
9765 7268 4034
7423 9236 4439
6504 507 7516
5956 6818 8778
766 6988 2595
6634 4506 9097
9290 2909 2917
3427 7845 4888
6209 3480 865
6322 655 3570
6635 2359 1313
5273 751 6570
5579 4942 6831
6869 5985 6474
8882 3396 9336
6208 2134 6554
5652 1641 335
3728 5942 6983
5013 7257 3122
7950 9304 5177
6796 3122 5610
1711 6943 8996
1177 9823 2998
5525 7085 1707
7623 9369 1385
6769 6799 1433
9895 8696 1496
5282 3691 6019
178 4018 3277
4075 9481 7770
3739 7771 9491
109 5049 4992
5123 2785 9380
1103 7704 2627
8834 247 5217
541 2014 3652
3479 5290 2841
8073 184 2616
3424 8299 5455
3460 7363 8874
7624 1685 7988
2116 5874 5631
8657 2013 6817
6602 9032 7467
1660 4797 8693
9154 8170 4521
6229 969 4248
8346 5490 1452
5521 7919 3133
8370 69 8833
1470 9867 6060
37 1473 987
422 6709 2881
4579 1891 3196
5520 7706 8051
5865 4556 8059
9121 900 4873
2814 1111 8503
9034 6048 6970
1641 8269 9238
6243 1116 3018
1176 5108 2117
7891 5091 6078
6717 9045 3547
9188 5331 5473
2683 8805 476
7935 9459 9179
932 4144 5385
3483 1699 5276
2397 7073 9822
1795 4882 85
2910 8354 379
2686 8945 3153
1247 6728 304
1520 2232 4429
816 2856 4889
7254 1555 9010
326 5751 5417
8905 9907 7252
5342 5196 5335
6968 22 4012
4215 7521 3217
7643 4751 6534
3406 5241 8421
6295 965 6100
4111 9661 2485
205 3031 4388
2965 6643 1605
4971 591 6963
9078 9857 7775
1096 3798 5455
2281 4998 4457
9338 7188 1067
3120 2922 8665
894 953 1411
9189 354 6389
8985 1903 4604
9708 8489 6124
6842 9568 5706
5625 9730 7138
5522 843 6985
6184 8961 8358
3229 4673 6323
5224 1795 7174
248 672 7993
4869 7506 20
7437 2143 3686
8232 8165 7147
9391 8667 1413
1361 9139 9252
9275 4775 5237
6150 9567 6703
3404 2025 7789
4658 4223 5935
6071 198 4878
5714 9361 7032
9280 9020 7204
1070 7170 5963
8656 8208 39
1985 2919 9554
8879 332 665
7778 3841 1779
9319 4078 5723
8680 5163 3331
893 3720 4908
6838 4732 3572
4821 9036 6584
3038 4425 820
1790 9964 8451
2892 3129 3279
4243 4893 9265
1424 3232 5213
8807 5372 2794
7248 1175 5379
341 6602 6284
9268 1476 4265
402 7577 1525
8821 4330 6742
6877 5330 1616
6836 4567 700
2718 6257 6697
7950 3334 2287
2572 880 9725
3906 3617 3587
9145 6212 2532
9847 8160 8549
1072 7401 7685
6931 4834 7224
8259 3465 2996
7248 7085 7430
2350 290 5680
1419 4627 3449
6318 8117 4528
7308 1180 8772
4937 1298 6948
6224 9200 9686
6259 196 1470
1662 9130 7251
6640 2951 4596
3621 3519 5498
2355 306 7495
8195 5652 500
6911 365 351
906 8190 4834
2226 2302 4562
1630 1810 8734
9156 1477 6432
680 5026 6971
221 8284 3812
6340 4772 2437
4090 551 6944
6686 5455 5951
5404 1275 1846
4863 3052 5026
4735 7732 149
9444 5164 1837
5071 3508 7111
7843 6750 8770
6755 224 9938
9542 7086 3167
9087 2077 4339
9249 7726 2756
8655 4168 3975
6780 6531 347
9090 4013 9683
34 4346 1774
4201 2640 66
9888 4173 1858
2386 8782 1067
8891 4315 6558
6306 5765 2534
6507 9469 2658
727 2847 4795
1087 306 9472
3637 5456 2482
9366 7508 7103
4799 518 7518
8705 1424 1428
7807 6872 2976
362 5474 19
1980 9843 6574
7635 174 1634
1792 6549 7197
1370 4325 3394
6998 4423 3395
4490 3290 1955
1767 9706 1381
2398 112 648
4579 1458 5399
1683 676 9080
1679 8437 753
5023 8003 9295
5934 6397 3709
1406 6992 9437
5759 2190 4812
1575 868 4720
1149 1937 366
620 7566 8034
3487 161 3088
3003 7230 9058
3517 2987 7559
9634 7952 4148
5180 9465 6634
3906 4882 7410
8253 6119 9321
2101 8306 5714
5985 6458 49
9756 3378 5300
5621 7634 6413
7842 9310 9281
3051 2940 1665
679 299 2995
9484 8501 1613
9157 168 9031
4051 8786 663
8371 658 4403
1292 5027 1555
5553 6239 2023
1145 3731 1745
6672 4819 7819
179 8698 8338
8802 3919 4855
3622 2774 1465
2001 4449 2170
32 2009 6866
2538 6093 1341
4731 1867 4881
1972 5565 5544
2191 9835 6591
999 837 4115
6755 5910 6291
2831 4264 3288
9335 3765 5308
8002 7720 88
9005 317 3008
6748 5655 8347
4746 6447 1958
9436 1656 3036
8619 1118 7712
5246 2162 4935
7389 4706 2108
8252 6500 4694
7330 1595 3220
1351 4276 8915
65 6210 3437
3318 3875 8009
7436 5141 9208
1470 6439 4127
5043 8074 7458
2943 4830 1797
8402 1500 8414
6727 353 4557
1170 3884 1257
4357 2565 5475
2083 2394 9634
7387 9780 7284
6568 7808 1393
4664 9678 4350
3928 8600 9252
5619 3624 6241
2910 1602 3368
6999 82 742
489 5407 9447
4833 4072 6806
4943 8215 9939
3876 844 4000
9484 1215 2462
7686 8802 2208
978 3387 897
954 4808 7835
7011 8796 5120
5598 5525 3043
5445 7035 1451
1387 8903 5528
1940 3523 3210
5553 2362 2721
7349 9745 486
6059 400 7132
8997 8146 3654
4382 8562 7161
76 1641 3131
5021 976 4904
1023 6950 2176
2493 8686 3394
6941 3398 8511
765 9805 3477
6525 6269 241
6231 8099 9579
9109 6562 4614
9542 3388 9870
7107 3001 8255
3087 2281 4193
550 774 3644
8649 9031 6609
4311 4558 8467
8014 6346 9740
1546 6721 2970
5407 9826 5685
767 8245 514
1854 9381 3981
7855 5740 1711
4043 5947 3441
208 2181 4736
1772 4560 5300
6488 5020 544
3992 8383 830
5478 2382 7744
7076 800 2796
2495 3052 9135
5452 9828 8988
3407 711 5441
4621 7832 945
9200 4433 4780
6473 9830 6860
4896 2141 5459
4572 3911 8183
6319 944 3529
5562 2796 4165
8991 5314 4323
6842 15 5115
55 3393 6505
4982 4292 2233
460 2849 3231
825 8098 4459
5130 4540 8341
9628 6887 2705
3215 7895 4232
7853 9187 7906
3943 3033 582
1165 1781 4565
3418 1640 9957
4554 3920 1114
6544 2503 5378
9917 3490 7888
1613 8631 7464
3326 3710 6316
2978 8653 8905
1492 1712 1958
5887 8370 8976
1084 6829 2660
7167 5026 8053
7419 5928 1911
2061 5093 8947
4 1717 2980
5785 6278 9071
2079 162 2820
4732 4382 4985
3216 1251 1924
9497 8779 3014
4101 4889 7611
5737 2495 1874
2982 4651 2883
5911 5584 7468
3057 2632 8391
2821 7515 2387
8597 1494 1438
3659 1169 5840
3238 1783 3285
6507 2074 579
2818 9970 7831
4664 6864 7234
9211 745 6949
4729 7846 1160
8095 7664 5867
1045 6732 6255
669 6112 6721
1377 2603 3848
1171 7618 2039
9881 800 6592
6146 2728 4856
1259 1800 2408
931 7945 5199
5753 5946 4648
5753 1961 2438
3237 2039 632
3723 4925 7333
8257 1458 7387
7054 4551 2694
9729 6486 6987
8868 2997 4630
5216 4184 4964
7674 9173 7698
2066 3417 237
1045 943 4780
2578 5651 376
5042 9297 1046
8176 5785 9169
1902 3272 9988
1875 2865 9008
1350 5166 3929
4390 1500 275
2250 3687 1117
8321 3110 2872
719 1422 9250
6314 1116 5902
9738 7967 8157
8251 4029 133
4562 7717 575
9108 9971 793
9669 6199 1399
445 4208 509
8588 8023 2803
2597 5941 1195
4390 1142 7666
6537 1566 5385
9930 7497 1118
9524 6856 1715
2543 2274 3587
9168 8530 1732
467 950 5653
8665 7587 8559
8169 124 586
4430 7808 3728
8429 1675 9992
8355 3018 5465
252 5882 3055
7955 1372 439
4654 2245 2532
8941 7618 7626
6834 2329 5384
8856 2019 3393
4166 4267 7938
7186 7931 7362
2943 9058 6224
7339 8224 2671
3346 2068 2293
7233 1197 4584
4922 1252 115
6445 3704 6918
8402 1384 9613
3695 1295 6388
7091 7681 9139
6839 9644 5783
8309 2658 6340
3887 2484 3839
2902 939 5318
4533 2271 5353
3265 280 4491
9838 3711 8508
6566 3104 9005
7165 2796 2880
8271 4517 2717
8252 442 6314
458 9919 157
2278 8353 8666
3820 7882 8360
5067 2930 7205
8761 5874 5121
5612 4987 1839
6453 7331 9813
5306 7924 6882
3804 6840 5102
882 3821 3115
6880 2293 2271
2243 9081 7443
1881 551 8805
7056 9535 8094
8748 4210 4246
1196 4642 1377
2145 4939 4663
2329 4212 4924
1799 5516 846
6501 5764 9378
9726 9753 7756
6144 4055 6356
6561 1725 777
6661 3164 6169
9615 2311 1503
5858 694 7091
4372 192 6
4050 936 5491
7048 3562 3386
8443 2312 9779
2397 8930 1666
9292 5879 2581
7285 1639 347
1540 1855 328
2953 1242 3942
3088 9960 383
2482 9665 8595
4650 9333 8281
9725 642 3590
8114 8334 9844
6829 8030 5215
7325 6282 3573
3519 2592 896
8604 7722 2837
6966 8623 1012
6225 9261 277
9763 5928 4133
4395 8923 4859
458 4065 6990
4892 8582 7580
3742 6198 7532
2267 8498 995
1023 5600 3142
5729 2498 3056
1094 2184 6505
3347 9537 7576
8785 9538 9990
826 1843 6920
451 4472 8272
9021 7188 1422
2765 4841 8641
9441 6237 7918
4303 4853 2440
1779 99 3704
8056 520 7749
4238 5084 421
4815 6715 1909
276 1159 2304
9647 9377 1452
5352 2342 3661
404 7124 3825
6335 3063 6963
5229 3581 1763
2089 6388 64
3938 2972 2670
7666 6350 5623
7557 8983 9835
8900 1833 7911
3041 5721 8010
8466 1564 7563
8915 7769 1574
6521 8283 9379
7741 648 3002
6848 3570 733
1107 7993 1473
1601 456 8957
4666 3405 9433
8379 3096 2475
7693 6056 7926
7907 3865 4331
4246 138 5497
7698 9322 446
2953 8591 8798
9199 2802 2031
1717 7455 2912
9639 7714 2324
4756 3011 9545
7850 6236 3435
9659 8042 5557
4847 6608 1920
125 8280 4618
1253 7415 5715
3315 6836 2445
7269 7869 4505
2899 7099 9602
6294 2391 7209
2722 8446 4271
7699 5434 3296
735 2617 8988
2737 9392 7045
3984 3968 2046
2047 5440 2389
3005 5871 8112
7966 2029 548
1656 5662 8429
846 2359 81
7413 1834 8405
3816 3656 3804
5079 8893 3666
1824 9294 4445
2901 7280 5445
7292 1086 9200
6140 481 2588
6818 6535 6104
5350 1956 9733
1092 7936 5035
6734 664 6424
9329 1162 9568
5182 7007 4273
8252 265 5391
206 1405 6051
2368 3334 2662
3834 7336 7896
5760 8482 2542
4380 17 1057
4377 6632 3648
4022 4453 1259
955 5898 6471
850 7435 8765
8882 3605 9737
7540 3959 2642
6127 3280 1997
3786 3704 2092
981 9199 4781
5280 571 6826
6396 4053 4201
6950 4324 2088
5112 1390 9999
1791 8844 7745
8808 4673 1216
2206 2654 7798
3482 9789 9554
964 8114 5886
2612 216 5373
6476 531 368
5934 6761 6353
3223 7437 1059
6325 4531 1459
6143 7269 5602
2863 4340 2831
9269 504 8356
9349 145 4644
5401 6734 1239
3808 3829 3651
6525 6477 16
1046 5894 5129
7834 2012 4750
4938 4254 2049
5260 3667 2979
29 5706 5732
6417 4707 2248
9468 9740 2781
3601 2815 8401
9441 6478 6659
4242 3931 5490
6888 4645 5262
798 2841 7212
6206 7154 8250
5090 3893 7919
6333 5900 6970
552 5320 7905
2209 3753 9695
9086 2614 9302
118 918 3381
9027 9930 6916
6901 339 3033
9530 9561 6590
19 9498 9518
9985 233 9318
5770 1090 5279
6729 6784 9297
6583 5273 7914
98 6834 8977
3496 3455 4613
1750 277 4591
180 6556 9495
913 6636 2984
3185 7068 8817
897 2454 2520
2424 1471 9521
4820 406 6807
6472 9939 7396
2999 2709 3021
4282 9851 5448
5512 9916 3918
1552 8506 6765
2568 5332 3270
4842 5125 9141
3480 343 7324
2215 8566 4
28 6333 7030
5455 2884 2573
8948 8571 8044
7142 5102 2175
7341 4940 8034
2951 2631 6074
2332 2757 3238
2535 7569 4118
8570 9517 7237
7616 692 9832
7909 9152 1155
8981 8886 776
7940 8299 1630
5140 2303 5070
517 461 7520
3002 2637 5474
7627 3048 7045
718 3343 7863
8189 6960 8925
1235 2860 9547
3449 981 8899
5287 7006 2486
9001 7582 3313
1924 8245 9547
4841 7437 1652
5125 706 5744
9434 1917 3020
1227 7758 8806
8586 4210 9404
529 1060 4566
48 9697 265
9561 1669 9108
8174 2532 4747
2328 4009 9358
4503 7137 8904
7847 3430 9303
3081 2749 7522
3278 2010 4786
3299 3302 1541
1032 2667 5139
3716 5994 8246
7306 4062 1200
7944 1614 9332
3165 2165 8823
1777 2997 9408
6552 2106 2618
709 6877 7766
9694 8123 6626
6836 9056 6763
858 462 5337
3528 196 7936
9142 6105 498
1376 8479 6011
7031 5955 6067
7966 2654 5556
7728 1149 1535
6228 89 6494
1274 7238 2939
2599 5694 887
4540 4681 1066
5439 3642 937
7386 4502 5133
7024 7477 3964
28 3077 8423
7067 7397 7253
4644 6452 8897
4632 1256 2443
639 5704 5107
3736 7798 2943
9997 6160 9175
4920 1875 5276
8472 8746 6413
378 3893 6668
8503 4333 407
7160 8257 7057
2240 3458 7905
7859 154 2357
8193 3658 5391
309 8611 6030
679 5580 1201
6241 6470 8677
3054 3250 4621
6081 8035 804
7911 6564 5815
2835 4334 2006
7550 8640 4173
2322 7540 6967
8786 3658 2955
8278 1530 1399
8081 1702 192
8128 7584 2337
6305 3900 2889
3560 7163 7721
3379 1362 2193
299 1452 6741
6720 2583 5705
1588 7955 4958
7845 3230 868
6223 9514 6228
705 3205 1508
5771 5065 7344
9832 9736 9291
3803 3628 4233
8746 3052 432
8794 1818 9343
5731 2252 9246
9998 7431 1721
5612 3296 5785
5748 2613 4284
4039 9978 2990
3127 9141 3858
4489 2282 841
3966 19 2288
539 1684 3523
8650 7733 1078
6338 2730 3148
4179 714 4736
7762 4278 2898
1081 2471 4478
7712 7390 4248
2931 2223 1688
771 9750 2908
4637 1559 7873
4605 5258 6372
8142 8018 553
591 7446 4963
3252 3783 3228
3507 762 4099
4586 7904 4146
8060 6033 8691
84 1171 1022
1036 8434 5691
9925 7659 873
6537 8128 6956
3136 9154 2953
5612 1614 2963
1305 6311 9122
2324 2555 8421
8194 4852 5809
7092 3310 6612
783 9020 8391
8394 668 9029
3175 7677 9214
7727 8961 7826
9517 3488 2619
5627 9502 7523
7372 8522 7685
551 280 4103
6901 7713 8103
7037 3843 5695
5483 5778 1766
1992 1273 2251
4563 615 6883
4882 3295 9963
6080 3971 9678
9197 3461 9096
1206 3920 3351
1353 9680 4012
9752 9958 2360
6943 4293 3456
9031 5818 1602
8383 2056 2091
9650 623 6125
4348 3458 7558
4843 1969 3275
8432 8517 1407
4065 4072 809
7481 6423 6606
6386 9651 8073
6212 7401 6275
658 5797 1556
3376 4949 8016
1165 9784 1029
7396 4421 1522
6865 4507 2346
3288 9214 5754
6513 4451 7101
3127 2080 4592
7308 2868 1541
4752 6847 2788
5769 2716 7773
9422 9248 4104
2359 2627 7684
9065 7818 6979
3711 8044 8354
7784 8816 6687
2798 6212 3741
4652 7830 1801
4631 8334 7396
6284 18 9794
7603 2126 9407
1746 697 5239
7133 8736 7173
8009 246 8116
3992 7617 6919
4489 7572 2232
5991 8362 3009
4454 9086 9014
1021 5902 9159
5817 5492 4925
3597 7958 1933
1281 3578 5866
7592 8454 2800
4499 1845 9265
3833 3014 4475
4962 78 800
188 709 3287
8216 7179 4598
1232 268 1407
1102 9733 5338
8204 8773 8364
6845 5941 9495
9063 83 4219
713 2366 6015
2555 7910 9928
1273 4399 9934
4235 699 2285
6545 4613 6737
1040 7617 548
2428 8155 1467
4682 3075 6544
275 8270 6426
3793 931 1721
8714 5960 2217
8633 3570 6572
9035 4464 5546
9058 1098 6415
5511 6365 3566
7971 1562 4482
771 5464 5680
2045 384 9706
7727 7258 7186
5156 7456 7954
4962 9437 2582
6352 5613 7175
8738 8680 2038
1176 5661 5993
5589 5764 794
1650 3460 9392
9159 2026 7498
5223 708 5387
1896 3466 2110
2262 8410 8240
5859 4520 3867
1461 6992 9695
5 4856 7138
2043 1003 6225
8451 8374 1439
1025 8897 7161
5189 2465 8835
1041 8876 5665
3325 697 3487
242 6600 8913
9161 4319 2476
7122 2682 9111
9456 2288 8961
3847 1465 7451
2549 7012 4539
5978 4089 2250
8621 1007 5759
2764 4582 834
6781 9023 6972
303 951 4927
4018 4811 5567
357 789 4844
9163 1047 3644
7003 7122 3826
2271 9209 5036
5973 4990 2447
2903 6321 7305
4360 9839 7531
5041 2071 5322
7384 9433 4655
2592 1553 343
7692 4642 914
9834 5298 7947
2528 7334 7625
4816 8041 3398
2964 7573 5660
2753 7549 4483
2728 5626 3365
2731 979 4609
9312 8356 4318
6883 6884 5360
4495 3592 3141
9203 2310 2993
2363 4310 8247
3425 1628 8706
890 9970 8169
3567 7250 3184
7200 2872 328
511 5572 2139
6539 1803 8897
3169 1851 7952
1779 5836 3903
2543 1364 343
4479 6171 3127
1323 5245 5529
59 5098 60
3067 8552 3435
2198 5897 4521
9152 6046 3482
9775 7595 5289
9666 7784 9139
912 1857 7087
7662 6190 2500
531 1354 2462
7006 3902 8048
9595 352 4512
5223 732 1170
8196 7947 1377
2580 679 3326
4645 5246 8436
1043 9059 4177
3593 7813 8310
7413 8510 3155
5136 9250 3675
1269 6954 7805
38 4598 1590
7411 7969 565
5222 6125 7015
9926 9919 6296
9154 5484 8617
9547 5385 7102
2863 861 644
2569 7150 4852
5641 6844 6015
2388 5469 2542
3757 4245 2813
2732 7029 9414
3621 8502 7530
7913 406 847
5481 6695 7986
8286 5038 3732
529 4870 288
9330 3254 4404
5350 4391 2693
4688 3436 2457
2238 8124 942
7968 4119 1000
9579 5214 535
3204 2503 5681
8485 5377 8017
9904 1465 7407
6559 134 381
8479 6739 2481
4732 3928 1813
4430 4527 4146
9830 6593 4106
8526 2886 2900
3122 1060 9246
2520 6384 3530
8921 4517 1876
4141 1302 3152
9084 807 9474
7350 3281 8067
6398 4258 6783
703 584 7744
2692 1090 3013
8757 5280 2150
691 6019 1161
3933 6493 1392
1 2456 886
8741 1759 7701
2557 7098 6583
4803 7973 5261
9820 5681 5035
2225 462 1216
4572 1814 4123
6176 9617 5249
8521 1132 5623
3711 6819 6794
631 4503 5251
4593 812 4726
2664 362 2666
5974 8446 3529
356 1572 1035
7627 2516 1055
7276 7573 9031
7966 3618 7305
4797 7238 4609
4209 9944 864
3107 9283 3810
596 4561 8469
9578 1356 1520
8372 6198 4485
703 6675 5459
7536 3538 7332
7768 7272 2103
1517 3304 6039
6039 8724 346
2056 3797 624
4668 275 9517
6099 2085 6993
4329 9903 9948
9371 7412 8333
3194 5879 2709
8000 8791 7325
7383 5639 7489
6246 8142 7398
9119 9639 2952
6316 67 8655
2304 6755 9336
5543 1022 1097
9078 3206 3370
5111 4934 1150
1932 908 977
1588 9174 9714
7269 3127 6679
1577 6340 9720
3117 9548 5954
1460 9882 8252
9735 335 5980
6466 5388 7273
3392 4769 7758
346 9107 2203
9444 7987 9517
2850 3262 4421
4126 2775 7221
4146 1650 7120
242 1474 836
7805 7362 2955
9868 1926 1478
7789 4812 3648
9838 1738 9062
1945 7686 3587
2844 4690 3999
8593 7572 3187
9178 864 6323
9103 7538 4929
9484 3149 4062
5065 7673 7728
8301 9853 7864
4744 353 2982
1284 5668 4226
1078 135 5830
6428 9561 2657
3792 2145 120
1802 2968 8917
5978 1784 7908
9265 9610 7099
1112 5402 8306
3148 4630 1522
6508 9775 9730
5053 4254 5015
9640 2675 7352
3179 6619 6136
394 9438 9370
5007 4621 7915
5533 4671 5546
727 1686 2958
5062 9876 7792
8099 2103 7993
9057 7240 2644
7558 762 2785
4275 9141 5210
6411 1955 914
587 2133 3260
7970 3974 9767
6683 5734 6129
1660 8388 3479
5094 7990 4863
8794 1445 2309
8344 3390 467
987 2206 9782
6587 5590 4721
4206 3511 2971
5878 3662 6821
7078 6516 3189
121 9213 6095
7331 6803 7172
9805 6261 3530
6525 1422 1190
8453 1216 9507
